# 股票代码列表配置
# 格式: 股票代码|股票名称
# 生成时间: 2026-02-18 16:43:54

600387|退市海越
600386|北巴传媒
600385|退市金泰
600357|承德钒钛
600321|正源股份
600317|营口港
600311|*ST荣华
600306|退市商城
600297|广汇汽车
600296|S兰铝
600291|退市西水
600290|*ST华仪
600289|ST信通
600287|苏豪时尚
600286|S*ST国瓷
600279|重庆港
600277|ST亿利
600275|退市昌鱼
600271|航天信息
600270|外运发展
600265|ST景谷
600263|路桥建设
600260|*ST凯乐
600253|天方药业
600247|*ST成城
600242|退市中昌
600240|退市华业
600225|退市卓朗
600220|ST阳光
600213|*ST亚星
600209|退市罗顿
600205|S山东铝
600200|退市苏吴
600190|退市锦港
600181|S*ST云大
600175|退市美都
600149|廊坊发展
600146|退市环球
600145|退市新亿
600139|*ST西源
600122|*ST宏图
600112|*ST天成
600102|莱钢股份
600093|退市易见
600092|S*ST精密
600091|退市明科
600090|退市济堂
600087|退市长油
600086|退市金钰
600083|*ST博信
600077|*ST宋都
600074|退市保千
600070|*ST富润
600069|退市银鸽
600068|葛洲坝
600065|*ST联谊
600011|华能国际
600005|武钢股份
600003|ST东北高
600002|齐鲁石化
600001|邯郸钢铁
301680|固德电材
301638|南网数字
301618|长联科技
301525|儒竞科技
301300|远翔新材
301279|金道科技
301163|宏德股份
301009|可靠股份
300828|锐新科技
300799|左江退
300742|越博退
300630|普利退
300526|中潜退
300514|友讯达
300495|*ST美尚
300442|润泽科技
300431|暴风退
300392|腾信退
300391|*ST长药
300379|东通退
300372|欣泰退
300370|安控科技
300367|网力退
300362|天翔退
300356|光一退
300336|新文退
300334|津膜科技
300330|计通退
300325|德威退
300312|邦讯退
300310|宜通世纪
300309|吉艾退
300297|蓝盾退
300282|三盛退
300280|紫天退
300273|和佳退
300262|*ST巴安
300243|瑞丰高材
300237|ST美晨
300221|银禧科技
300216|千山退
300208|中程退
300202|聚龙退
300186|大华农
300178|腾邦退
300174|元力股份
300156|神雾退
300135|宝利国际
300117|*ST嘉寓
300116|*ST保力
300108|*ST吉药
300104|乐视退
300103|达刚控股
300090|盛运退
300089|文化退
300064|金刚退
300062|中能电气
300050|世纪鼎利
300038|数知退
300028|金亚退
300023|宝德退
002823|凯中精密
002781|奇信退
002776|*ST柏龙
002770|科迪退
002751|易尚退
002750|龙津退
002740|*ST爱迪
002711|欧浦退
002699|*ST美盛
002684|猛狮退
002680|长生退
002665|ST航高
002656|*ST摩登
002630|ST华西
002621|*ST美吉
002619|*ST艾格
002618|丹邦退
002610|ST爱康
002604|龙力退
002571|德力股份
002548|金新农
002509|天茂退
002505|鹏都农牧
002504|*ST弘高
002503|*ST搜特
002502|ST鼎龙
002499|科林退
002477|雏鹰退
002473|圣莱退
002464|众应退
002453|华软科技
002450|康得退
002447|晨鑫退
002446|盛路通信
002445|中南文化
002435|ST长康
002433|太安退
002431|棕榈股份
002417|深南退
002413|雷科防务
002411|必康退
002394|联发股份
002377|国创高新
002359|北讯退
002341|ST新纶
002337|赛象科技
002336|人乐退
002326|永太科技
002325|*ST洪涛
002310|东方新能
002308|*ST威创
002306|*ST云网
002305|*ST南置
002288|*ST超华
002280|ST联络
002260|德奥退
002242|九阳股份
002231|*ST奥维
002224|三 力 士
002220|天宝退
002204|大连重工
002172|澳洋健康
002147|新光退
002143|印纪退
002133|广宇集团
002118|*ST紫鑫
002113|*ST天润
002089|新海退
002087|新纺退
002071|长城退
002070|众和退
002018|华信退
002017|东信和平
002013|中航机电
002002|ST鸿达
001336|楚环科技
001285|瑞立科密
000996|中期退
000989|九芝堂
000982|中银绒业
000979|中弘退
000976|*ST华铁
000971|*ST高升
000961|ST中南
000956|中原油气
000939|凯迪退
000925|众合科技
000918|*ST嘉凯
000916|华北高速
000866|扬子石化
000861|海印股份
000851|*ST高鸿
000836|ST富通
000835|长动退
000832|*ST龙涤
000827|*ST长兴
000826|启迪环境
000817|辽河油田
000816|智慧农业
000809|和展能源
000806|银河退
000805|*ST炎黄
000787|*ST创智
000780|ST平能
000776|广发证券
000769|*ST大菲
000765|*ST华信
000763|锦州石化
000760|斯太退
000757|浩物股份
000753|漳州发展
000748|长城信息
000732|ST泰禾
000730|*ST环保
000699|S*ST佳纸
000693|华泽退
000689|ST宏业
000687|华讯退
000675|ST银山
000673|当代退
000671|ST阳光城
000667|ST美置
000666|经纬纺机
000662|天夏退
000660|*ST南华
000658|ST海洋
000653|ST九州
000639|西王食品
000627|*ST天茂
000622|恒立退
000621|*ST比特
000618|吉林化工
000616|*ST海投
000613|东海A退
000611|天首退
000606|顺利退
000602|金马集团
000594|国恒退
000588|PT粤金曼
000587|*ST金洲
000585|东电退
000584|工智退
000583|S*ST托普
000578|盐湖集团
000569|长城股份
000564|供销大集
000562|宏源证券
000558|天府文旅
000556|PT南洋
000549|S湘火炬
000542|TCL通讯
000540|*ST中天
000535|*ST猴王
000527|美的电器
000522|白云山A
000515|攀渝钛业
000511|烯碳退
000508|琼民源A
000502|绿景退
000418|小天鹅A
000416|*ST民控
000413|ST旭电
000412|ST五环
000406|石油大明
000405|ST鑫光
000151|中成股份
000150|*ST宜康
000047|ST中侨
000046|*ST泛海
000040|*ST旭蓝
000038|大通退
000033|新都退
000024|招商地产
000023|*ST深天
000018|神城A退
000015|PT中浩A
000013|*ST石化A
000011|深物业A
000005|ST星源
000003|PT金田A
301557|常友科技
688300|联瑞新材
600132|重庆啤酒
688408|中信博
688116|天奈科技
301287|康力源
688591|泰凌微
300973|立高食品
300980|祥源新材
001268|联合精密
002880|卫光生物
603496|恒为科技
605338|巴比食品
603262|技源集团
688395|正弦电气
300903|科翔股份
688015|交控科技
688178|万德斯
000818|航锦科技
600962|国投中鲁
603073|彩蝶实业
300857|协创数据
000158|常山北明
301376|致欧科技
301151|冠龙节能
600765|中航重机
300761|立华股份
688478|晶升股份
603712|七一二
301533|威马农机
300733|西菱动力
301233|盛帮股份
688051|佳华科技
300901|中胤时尚
002732|燕塘乳业
601177|杭齿前进
002715|登云股份
601133|柏诚股份
301295|美硕科技
605258|协和电子
300468|四方精创
600749|西藏旅游
688115|思林杰
301122|采纳股份
603928|兴业股份
000026|飞亚达
300504|天邑股份
600660|福耀玻璃
300865|大宏立
001318|阳光乳业
603836|海程邦达
002982|湘佳股份
300403|汉宇集团
600689|上海三毛
300306|远方信息
001328|登康口腔
603014|威高血净
300245|天玑科技
688163|赛伦生物
300716|ST泉为
002809|红墙股份
603967|中创物流
300625|三雄极光
000590|古汉医药
000905|厦门港务
603579|荣泰健康
300134|大富科技
300941|创识科技
002818|富森美
605300|佳禾食品
605580|恒盛能源
600519|贵州茅台
688793|倍轻松
300543|朗科智能
600326|西藏天路
002950|奥美医疗
600137|浪莎股份
688687|凯因科技
688184|ST帕瓦
002658|雪迪龙
002466|天齐锂业
301552|科力装备
688138|清溢光电
002609|捷顺科技
300942|易瑞生物
603280|南方路机
605218|伟时电子
300056|中创环保
603313|梦百合
600699|均胜电子
688609|九联科技
301061|匠心家居
300823|建科智能
600834|申通地铁
300093|*ST金刚
002584|西陇科学
002643|万润股份
688189|南新制药
301270|汉仪股份
002566|益盛药业
603307|扬州金泉
600258|首旅酒店
301088|戎美股份
603012|创力集团
300271|华宇软件
603416|信捷电气
600216|浙江医药
002676|顺威股份
600737|中粮糖业
688728|格科微
002208|合肥城建
300732|设研院
000017|深中华A
688399|硕世生物
603838|*ST四通
002909|集泰股份
300214|日科化学
002811|郑中设计
688165|埃夫特-U
002404|嘉欣丝绸
688502|茂莱光学
300547|川环科技
000953|河化股份
601061|中信金属
600778|友好集团
603721|*ST天择
001282|三联锻造
301517|陕西华达
002277|友阿股份
603639|海利尔
002370|亚太药业
600736|苏州高新
300632|光莆股份
688690|纳微科技
603213|镇洋发展
000032|深桑达Ａ
603815|交建股份
688012|中微公司
300746|汉嘉数智
002193|如意集团
300464|星徽股份
301068|大地海洋
300305|裕兴股份
600351|亚宝药业
300366|ST创意
001311|多利科技
000651|格力电器
688102|斯瑞新材
603273|天元智能
002620|ST瑞和
002828|贝肯能源
003033|征和工业
688373|盟科药业-U
300343|ST联创
301027|华蓝集团
300872|天阳科技
301277|新天地
002016|世荣兆业
300522|世名科技
600600|青岛啤酒
300542|新晨科技
002022|科华生物
603130|云中马
300713|英可瑞
002570|贝因美
002324|普利特
603368|柳药集团
601199|江南水务
301020|密封科技
002186|全 聚 德
301234|五洲医疗
300900|广联航空
002097|山河智能
001266|宏英智能
002915|中欣氟材
000546|金圆股份
601009|南京银行
003000|劲仔食品
002388|新亚制程
300864|南大环境
600612|老凤祥
688211|中科微至
603277|银都股份
600822|上海物贸
002955|鸿合科技
300871|回盛生物
688369|致远互联
603195|公牛集团
603409|汇通控股
600571|信雅达
000915|华特达因
603050|科林电气
300859|西域旅游
002041|登海种业
300515|三德科技
300597|吉大通信
601963|重庆银行
002330|得利斯
300476|胜宏科技
002144|宏达高科
300439|美康生物
300075|数字政通
300926|博俊科技
002313|日海智能
300879|大叶股份
688360|德马科技
300074|华平股份
688718|唯赛勃
000407|胜利股份
002907|华森制药
300875|捷强装备
600511|国药股份
688368|晶丰明源
688316|青云科技-U
002674|兴业科技
600461|洪城环境
601515|衢州东峰
688056|莱伯泰科
002669|康达新材
002262|恩华药业
603089|正裕工业
300446|航天智造
301428|世纪恒通
001277|速达股份
300351|永贵电器
688265|南模生物
000555|神州信息
300199|翰宇药业
301191|菲菱科思
600525|ST长园
002152|广电运通
002474|榕基软件
002749|国光股份
600824|益民集团
600883|博闻科技
601059|信达证券
603982|泉峰汽车
301602|超研股份
300694|蠡湖股份
002184|海得控制
605068|明新旭腾
002148|北纬科技
688075|安旭生物
605008|长鸿高科
002881|美格智能
600232|金鹰股份
301170|锡南科技
301070|开勒股份
688388|嘉元科技
000876|新 希 望
002624|完美世界
300966|共同药业
002180|纳思达
301429|森泰股份
601882|海天精工
300556|丝路视觉
301580|爱迪特
600071|凤凰光学
301211|亨迪药业
300087|荃银高科
300577|开润股份
301213|观想科技
301126|达嘉维康
603908|牧高笛
600488|津药药业
300923|研奥股份
603896|寿仙谷
603275|众辰科技
300653|正海生物
688356|键凯科技
600905|三峡能源
600161|天坛生物
603948|建业股份
600817|宇通重工
002763|汇洁股份
001206|依依股份
600835|上海机电
600678|四川金顶
603658|安图生物
000790|华神科技
300518|新迅达
301487|盟固利
002376|新北洋
000661|长春高新
301510|固高科技
000090|天健集团
600016|民生银行
300862|蓝盾光电
300640|德艺文创
300894|火星人
300553|集智股份
688553|汇宇制药-W
603590|康辰药业
605389|长龄液压
688226|威腾电气
301139|元道通信
301038|深水规院
301339|通行宝
600446|金证股份
002947|恒铭达
002774|快意电梯
002889|东方嘉盛
002932|明德生物
000626|远大控股
301125|腾亚精工
301519|舜禹股份
001222|源飞宠物
605333|沪光股份
603822|ST嘉澳
603291|联合水务
600359|新农开发
000935|四川双马
688090|瑞松科技
300329|海伦钢琴
300670|大烨智能
600561|江西长运
600809|山西汾酒
002801|微光股份
002188|中天服务
688589|力合微
300572|安车检测
000759|中百集团
300711|广哈通信
002381|双箭股份
300647|超频三
603991|至正股份
002046|国机精工
603178|圣龙股份
002032|苏 泊 尔
603661|恒林股份
603803|瑞斯康达
601607|上海医药
002034|旺能环境
300663|科蓝软件
002758|浙农股份
603257|中国瑞林
688616|西力科技
002762|*ST金比
600566|济川药业
603060|国检集团
000762|西藏矿业
300376|易事特
600448|华纺股份
300534|陇神戎发
688305|科德数控
600724|XD宁波富
000928|中钢国际
601229|上海银行
301355|南王科技
002062|宏润建设
688132|邦彦技术
688058|宝兰德
601818|光大银行
300396|迪瑞医疗
301156|美农生物
002456|欧菲光
600833|第一医药
600855|航天长峰
300643|万通智控
605398|新炬网络
301479|弘景光电
600839|四川长虹
603809|豪能股份
002660|茂硕电源
603406|天富龙
300916|朗特智能
600199|金种子酒
300623|捷捷微电
002941|新疆交建
605186|健麾信息
002799|环球印务
002838|道恩股份
002965|祥鑫科技
603912|佳力图
002719|麦趣尔
688219|会通股份
300039|上海凯宝
300318|博晖创新
000837|秦川机床
000566|海南海药
300350|华鹏飞
000788|北大医药
000797|中国武夷
002833|弘亚数控
300098|高新兴
601886|江河集团
688393|安必平
600365|ST通葡
600358|ST联合
600159|大龙地产
600085|同仁堂
600114|东睦股份
300709|精研科技
002935|天奥电子
688439|振华风光
301149|隆华新材
300778|新城市
002820|桂发祥
000058|深 赛 格
000716|黑芝麻
603444|吉比特
600630|龙头股份
002611|东方精工
002863|今飞凯达
603092|德力佳
600573|惠泉啤酒
605377|华旺科技
688169|石头科技
002522|浙江众成
301011|华立科技
600249|两面针
002415|海康威视
688126|沪硅产业
603177|德创环保
688805|健信超导
603208|江山欧派
600151|航天机电
002117|东港股份
002897|意华股份
688529|豪森智能
601997|贵阳银行
001395|亚联机械
688310|迈得医疗
002579|中京电子
605167|利柏特
301023|奕帆传动
601995|中金公司
601518|吉林高速
603076|乐惠国际
603900|莱绅通灵
603352|至信股份
603367|辰欣药业
688707|振华新材
002521|齐峰新材
603589|口子窖
688689|银河微电
600611|大众交通
688443|智翔金泰-U
300346|南大光电
603636|南威软件
601728|中国电信
688192|迪哲医药-U
002285|世联行
002449|国星光电
301010|晶雪节能
688602|康鹏科技
001388|信通电子
002666|德联集团
002737|葵花药业
301003|江苏博云
301189|奥尼电子
002876|三利谱
600663|陆家嘴
688277|天智航-U
600439|瑞贝卡
002383|合众思壮
603357|设计总院
300358|楚天科技
605089|味知香
688420|美腾科技
002209|达 意 隆
001301|尚太科技
600651|飞乐音响
300523|辰安科技
603151|邦基科技
603333|尚纬股份
600536|中国软件
300415|伊之密
301207|华兰疫苗
600467|好当家
300825|阿尔特
301320|豪江智能
002314|南山控股
002882|金龙羽
601238|广汽集团
600919|江苏银行
002293|罗莱生活
300331|苏大维格
605566|福莱蒽特
603722|阿科力
601368|绿城水务
603617|君禾股份
300611|美力科技
300281|金明精机
300230|永利股份
603353|和顺石油
600337|美克家居
300947|德必集团
688362|甬矽电子
301459|丰茂股份
688790|昂瑞微-UW
301208|中亦科技
300303|聚飞光电
002736|国信证券
603230|内蒙新华
002124|天邦食品
002777|久远银海
688199|久日新材
002927|泰永长征
000710|贝瑞基因
603707|健友股份
001219|青岛食品
600169|ST太重
600455|博通股份
301600|慧翰股份
300715|凯伦股份
000868|安凯客车
300784|利安科技
603110|东方材料
603153|上海建科
688089|嘉必优
000411|英特集团
688101|三达膜
301041|金百泽
002900|哈三联
000895|双汇发展
600444|国机通用
300807|天迈科技
603657|春光科技
688021|奥福科技
000605|渤海股份
002219|新里程
002393|力生制药
300455|航天智装
300314|戴维医疗
300313|*ST天山
000887|中鼎股份
603578|三星新材
300419|ST浩丰
000065|北方国际
301309|万得凯
000538|云南白药
301006|迈拓股份
300190|维尔利
300907|康平科技
603926|铁流股份
301601|惠通科技
002997|瑞鹄模具
300453|三鑫医疗
002492|恒基达鑫
300905|宝丽迪
600831|广电网络
300445|康斯特
688601|力芯微
300621|维业股份
002321|华英农业
601633|长城汽车
002448|中原内配
688314|康拓医疗
002884|凌霄泵业
603082|北自科技
603207|小方制药
688389|普门科技
605266|健之佳
300829|金丹科技
600316|洪都航空
300106|西部牧业
300485|赛升药业
301585|蓝宇股份
002086|东方海洋
688581|安杰思
002695|煌上煌
600906|财达证券
300293|蓝英装备
603013|亚普股份
688671|碧兴物联
301398|星源卓镁
301511|德福科技
603730|岱美股份
301058|中粮科工
003032|*ST传智
301255|通力科技
000062|深圳华强
600976|健民集团
002641|公元股份
000913|钱江摩托
003008|开普检测
688295|中复神鹰
601666|平煤股份
301296|新巨丰
002428|云南锗业
301508|中机认检
603158|腾龙股份
603019|中科曙光
000153|丰原药业
000001|平安银行
000812|陕西金叶
600598|北大荒
300752|隆利科技
300290|荣科科技
600318|新力金融
600936|北投科技
002178|延华智能
600900|长江电力
002121|科陆电子
300971|博亚精工
601568|北元集团
301656|联合动力
603937|丽岛新材
000504|*ST生物
300769|德方纳米
600082|海泰发展
600850|电科数字
301578|辰奕智能
301563|云汉芯城
688007|光峰科技
301598|博科测试
002048|宁波华翔
603568|伟明环保
001380|华纬科技
000938|紫光股份
001255|博菲电气
300120|经纬辉开
300702|天宇股份
605369|拱东医疗
603759|海天股份
301307|美利信
301516|中远通
603345|安井食品
601788|光大证券
002253|*ST智胜
603376|大明电子
002338|奥普光电
603278|大业股份
002652|扬子新材
688217|睿昂基因
603322|超讯通信
600067|冠城新材
301486|致尚科技
600992|贵绳股份
002817|黄山胶囊
603976|正川股份
688778|厦钨新能
603860|中公高科
301389|隆扬电子
002035|华帝股份
001338|永顺泰
600754|锦江酒店
603879|永悦科技
301310|鑫宏业
300478|杭州高新
603327|福蓉科技
600887|伊利股份
601838|成都银行
002084|海鸥住工
688719|爱科赛博
688466|金科环境
605336|帅丰电器
002367|康力电梯
002541|鸿路钢构
601236|红塔证券
002917|金奥博
001396|誉帆科技
301187|欧圣电气
002304|洋河股份
601928|凤凰传媒
601066|中信建投
002598|山东章鼓
300743|天地数码
603551|奥普科技
000048|京基智农
002385|大北农
300968|格林精密
300839|博汇股份
000409|云鼎科技
688571|杭华股份
300915|海融科技
300557|理工光科
002290|禾盛新材
301502|华阳智能
600930|华电新能
301220|亚香股份
600743|华远控股
600666|奥瑞德
300355|蒙草生态
002977|天箭科技
300359|全通教育
002227|奥 特 迅
301031|中熔电气
603985|恒润股份
601619|嘉泽新能
688709|成都华微
600272|开开实业
002462|嘉事堂
301161|唯万密封
688468|科美诊断
000050|深天马Ａ
688658|悦康药业
000999|华润三九
603107|上海汽配
002936|郑州银行
000567|海德股份
002893|京能热力
300844|山水比德
301667|纳百川
688648|中邮科技
600848|上海临港
301089|拓新药业
688317|之江生物
002671|龙泉股份
603508|思维列控
002693|*ST双成
002236|大华股份
600518|康美药业
300143|盈康生命
002862|实丰文化
605598|上海港湾
001283|豪鹏科技
600975|新五丰
300596|利安隆
002832|比音勒芬
688285|高铁电气
000020|深华发Ａ
603990|麦迪科技
300566|激智科技
002859|洁美科技
600602|云赛智联
301538|骏鼎达
301212|联盛化学
300583|赛托生物
603131|上海沪工
300324|旋极信息
601166|兴业银行
002949|华阳国际
300213|佳讯飞鸿
002331|皖通科技
688117|圣诺生物
603987|康德莱
601608|中信重工
002269|美邦服饰
000561|烽火电子
688651|盛邦安全
002142|宁波银行
301100|风光股份
002197|证通电子
600757|长江传媒
000099|中信海直
300949|奥雅股份
603605|珀莱雅
603716|塞力医疗
002852|道道全
301258|富士莱
002037|保利联合
002496|*ST辉丰
603527|众源新材
002825|纳尔股份
000061|农 产 品
000828|东莞控股
000920|沃顿科技
688182|灿勤科技
300197|节能铁汉
688351|微电生理
300555|ST路通
688670|金迪克
601218|吉鑫科技
600104|上汽集团
301215|中汽股份
002471|中超控股
002211|ST宏达
003002|壶化股份
000571|新大洲A
688093|世华科技
601188|龙江交通
300349|金卡智能
002780|三夫户外
002866|传艺科技
603486|科沃斯
601988|中国银行
603170|宝立食品
600784|鲁银投资
603536|惠发食品
300188|国投智能
603378|亚士创能
300045|华力创通
002508|老板电器
600478|科力远
300958|建工修复
300128|锦富技术
300676|华大基因
603648|畅联股份
000756|新华制药
600867|通化东宝
300069|金利华电
600429|三元股份
300452|山河药辅
002327|富安娜
301105|鸿铭股份
603175|超颖电子
688105|诺唯赞
002123|梦网科技
688069|德林海
300918|南山智尚
600559|老白干酒
688711|宏微科技
603566|普莱柯
000078|海王生物
001979|招商蛇口
002138|顺络电子
300425|中建环能
000421|南京公用
601339|百隆东方
603706|东方环宇
000668|*ST荣控
688176|亚虹医药-U
000736|*ST中地
000509|华塑控股
300686|智动力
688772|珠海冠宇
300906|日月明
000526|学大教育
601985|中国核电
688509|正元地信
600168|武汉控股
688247|宣泰医药
301501|恒鑫生活
300287|飞利信
301033|迈普医学
301039|中集车辆
301236|软通动力
301319|唯特偶
600449|宁夏建材
300381|溢多利
600089|特变电工
605066|天正电气
301216|万凯新材
601006|大秦铁路
605199|ST葫芦娃
600332|白云山
600857|宁波中百
300945|曼卡龙
600435|北方导航
600221|海航控股
301166|优宁维
300016|北陆药业
300168|万达信息
603966|法兰泰克
688783|西安奕材-U
603100|川仪股份
002752|昇兴股份
000719|中原传媒
600243|*ST海华
688518|联赢激光
688426|康为世纪
603053|成都燃气
300121|阳谷华泰
002836|新宏泽
603610|麒盛科技
002589|瑞康医药
600818|中路股份
601366|利群股份
301101|明月镜片
605208|永茂泰
002275|桂林三金
601800|中国交建
300993|玉马科技
300110|华仁药业
001965|招商公路
603868|飞科电器
600319|亚星化学
301390|经纬股份
300078|思创智联
603167|渤海轮渡
000155|川能动力
688352|颀中科技
600078|澄星股份
002276|万马股份
301116|益客食品
000869|张  裕Ａ
002127|南极电商
301131|聚赛龙
688588|凌志软件
603018|华设集团
600692|亚通股份
002603|以岭药业
600865|百大集团
600495|晋西车轴
688358|祥生医疗
002422|科伦药业
000637|茂化实华
002030|达安基因
600897|厦门空港
300772|运达股份
688212|澳华内镜
002958|青农商行
603183|建研院
002705|新宝股份
688123|聚辰股份
300348|长亮科技
002252|上海莱士
002179|中航光电
002461|珠江啤酒
300532|今天国际
603237|五芳斋
688678|福立旺
688655|迅捷兴
603998|方盛制药
688002|睿创微纳
603202|天有为
002803|吉宏股份
600795|国电电力
002116|中国海诚
603020|爱普股份
600106|重庆路桥
600283|钱江水利
002333|罗普斯金
600195|中牧股份
300472|*ST新元
002807|江阴银行
000536|华映科技
688695|中创股份
002688|金河生物
600874|创业环保
301616|浙江华业
688722|同益中
300488|恒锋工具
002733|雄韬股份
000529|广弘控股
600215|派斯林
601279|英利汽车
600008|首创环保
301393|昊帆生物
002891|中宠股份
600025|华能水电
300649|杭州园林
300432|富临精工
603248|锡华科技
601158|重庆水务
003042|中农联合
300458|全志科技
000967|盈峰环境
300644|南京聚隆
000550|江铃汽车
600729|重庆百货
002217|合力泰
603187|海容冷链
300832|新产业
003013|地铁设计
603458|勘设股份
000726|鲁  泰Ａ
688177|百奥泰
688522|纳睿雷达
688779|五矿新能
301152|天力锂能
002487|大金重工
600636|*ST国化
688559|海目星
600769|祥龙电业
002247|聚力文化
603758|秦安股份
603637|镇海股份
301000|肇民科技
605133|嵘泰股份
301265|华新环保
603583|捷昌驱动
003016|欣贺股份
688302|海创药业-U
301109|军信股份
603777|来伊份
300586|美联新材
300565|科信技术
600965|福成股份
000860|顺鑫农业
300374|中铁装配
603609|禾丰股份
000089|深圳机场
300482|万孚生物
600238|*ST椰岛
603660|苏州科达
600638|新黄浦
301373|凌玮科技
601128|常熟银行
688079|美迪凯
002205|国统股份
002497|雅化集团
301328|维峰电子
301370|国科恒泰
603329|上海雅仕
300940|南极光
603032|德新科技
600278|东方创业
600350|山东高速
300236|上海新阳
605228|神通科技
600886|国投电力
000656|*ST金科
002625|光启技术
300690|双一科技
001236|弘业期货
603789|*ST星农
688459|哈铁科技
601689|拓普集团
002998|优彩资源
002649|博彦科技
603221|爱丽家居
000034|神州数码
002742|*ST三圣
600999|招商证券
688657|浩辰软件
600577|精达股份
601330|绿色动力
301017|漱玉平民
000983|山西焦煤
688283|坤恒顺维
002007|华兰生物
301332|德尔玛
000900|现代投资
300400|劲拓股份
002577|雷柏科技
002614|奥佳华
300218|安利股份
301032|新柴股份
600036|招商银行
300956|英力股份
603778|国晟科技
603689|皖天然气
300824|北鼎股份
000625|长安汽车
002241|歌尔股份
002077|大港股份
000505|京粮控股
600501|航天晨光
301633|港迪技术
003007|直真科技
300450|先导智能
300420|五洋自控
600694|大商股份
002716|湖南白银
002074|国轩高科
000037|深南电A
002495|佳隆股份
600803|新奥股份
688659|元琛科技
002698|博实股份
002351|漫步者
600941|中国移动
605399|晨光新材
600189|泉阳泉
603733|仙鹤股份
688311|盟升电子
600616|金枫酒业
300977|深圳瑞捷
301335|天元宠物
601020|华钰矿业
688010|福光股份
002557|洽洽食品
603883|老百姓
603001|奥康国际
000551|创元科技
600690|海尔智家
600533|栖霞建设
300255|常山药业
688739|成大生物
688062|迈威生物-U
688153|唯捷创芯
002583|海能达
300950|德固特
603363|傲农生物
001369|双欣环保
688428|诺诚健华-U
600661|昂立教育
002119|康强电子
301449|天溯计量
600004|白云机场
600594|益佰制药
300989|蕾奥规划
600535|天士力
300232|洲明科技
300673|佩蒂股份
603380|易德龙
688026|洁特生物
600738|丽尚国潮
600790|轻纺城
000965|天保基建
002460|赣锋锂业
603755|日辰股份
600576|祥源文旅
002516|旷达科技
603886|元祖股份
002903|宇环数控
688050|爱博医疗
002913|奥士康
300206|理邦仪器
000069|华侨城Ａ
000810|创维数字
601878|浙商证券
301099|雅创电子
600055|万东医疗
600597|光明乳业
601952|苏垦农发
300860|锋尚文化
603102|百合股份
301047|义翘神州
002890|弘宇股份
000521|长虹美菱
603296|华勤技术
601010|文峰股份
301057|汇隆新材
603530|神马电力
600035|楚天高速
300952|恒辉安防
600109|国金证券
002479|富春环保
601990|南京证券
002176|江特电机
688727|恒坤新材
603392|万泰生物
688538|和辉光电-U
301458|钧崴电子
603135|中重科技
301662|宏工科技
300925|法本信息
301306|西测测试
603235|天新药业
688110|东芯股份
605108|同庆楼
605189|富春染织
002203|海亮股份
603210|泰鸿万立
001220|世盟股份
300809|华辰装备
002558|巨人网络
300207|欣旺达
002282|博深股份
688336|三生国健
601566|九牧王
301263|泰恩康
603236|移远通信
000727|冠捷科技
600613|神奇制药
002356|赫美集团
600679|上海凤凰
600958|东方证券
600329|达仁堂
600668|尖峰集团
300209|行云科技
600587|新华医疗
601658|邮储银行
300701|森霸传感
600252|中恒集团
600918|中泰证券
002317|众生药业
600605|汇通能源
605268|王力安防
600101|明星电力
000166|申万宏源
600018|上港集团
002391|长青股份
300700|岱勒新材
688327|云从科技-UW
688076|ST诺泰
601668|中国建筑
600202|哈空调
300210|森远股份
002901|大博医疗
001373|翔腾新材
301587|中瑞股份
301630|同宇新材
605296|神农集团
002668|TCL智家
600928|西安银行
300465|高伟达
002329|皇氏集团
603330|天洋新材
600103|青山纸业
002014|永新股份
002094|青岛金王
603387|基蛋生物
002093|国脉科技
688700|东威科技
300266|兴源环境
600302|标准股份
603680|今创集团
300267|尔康制药
300025|华星创业
600601|方正科技
002251|步步高
600993|马应龙
002728|特一药业
605138|盛泰集团
300777|中简科技
300995|奇德新材
002991|甘源食品
603697|有友食品
300385|雪浪环境
300562|乐心医疗
300288|朗玛信息
300480|光力科技
600280|中央商场
603382|海阳科技
603238|诺邦股份
002027|分众传媒
000544|中原环保
600452|涪陵电力
300836|佰奥智能
688139|海尔生物
300026|红日药业
002051|中工国际
600050|中国联通
000848|承德露露
300848|美瑞新材
688506|百利天恒
688565|力源科技
603325|博隆技术
601868|中国能建
605358|立昂微
002006|精工科技
600198|大唐电信
688095|福昕软件
301397|溯联股份
001367|海森药业
603194|中力股份
300053|航宇微
603288|海天味业
601968|宝钢包装
600582|天地科技
001391|国货航
300388|节能国祯
002524|光正眼科
688238|和元生物
605158|华达新材
002966|苏州银行
688612|威迈斯
603580|*ST艾艾
300257|开山股份
603122|合富中国
603659|璞泰来
001378|德冠新材
603010|万盛股份
300004|南风股份
603128|华贸物流
300967|晓鸣股份
600880|博瑞传播
301082|久盛电气
300493|润欣科技
002137|实益达
605259|绿田机械
603801|志邦家居
002401|中远海科
002796|世嘉科技
603101|汇嘉时代
301019|宁波色母
002782|可立克
688681|科汇股份
603035|常熟汽饰
600053|九鼎投资
000650|仁和药业
002661|克明食品
300869|康泰医学
002512|达华智能
600925|苏能股份
601665|齐鲁银行
600510|黑牡丹
300656|民德电子
002286|保龄宝
002839|张家港行
688096|京源环保
002946|新乳业
002967|广电计量
301526|国际复材
000800|一汽解放
001227|兰州银行
002045|国光电器
600276|恒瑞医药
603920|世运电路
603839|安正时尚
300409|道氏技术
